,Number,Name,Website,Description,City,Country,Sector,Sub-Sector
6280,4693,SeasonTicker,http://seasonticker.com,League management software,Downers Grove,USA,Management & Organisation,Organisations & Venues
4589,4694,Seat Hound,http://vividseats.com,Ticketing platform,Chicago,USA,Fans & Content,Fan Experiences
5111,4695,Seat Leap,http://seatleap.io,Ticketing upgradation platform,Chicago,USA,Fans & Content,Fan Experiences
6664,4696,Seat Unique,http://seatunique.com,ticketing and hospitality platform,London,UK,Fans & Content,Fan Experiences
4176,4697,SeatGeek,http://seatgeek.com,Ticket search engine,New York City,USA,Fans & Content,Fan Experiences
2041,4698,SeatServe,http://seatserve.com,In-seat delivery for stadiums,New York City,USA,Management & Organisation,Organisations & Venues
5376,4699,Seaters,http://seaters.ai,Capture fan demand and data,Diegem,Belgium,Management & Organisation,Organisations & Venues
6559,4700,Seatpicl,http://seatpick.com,Ticket search engine,Tel-Aviv,Israel,Fans & Content,Fan Experiences
4432,4701,Seaver,http://seaverhorse.com,Horse performance analytics,Caen,France,Activity & Performance,For Activity Hardware
6617,4702,Second Coach,http://second-coach.com,Gamification for football training,Ljubljana,Slovenia,Management & Organisation,Organisations & Venues
1605,4703,Second Spectrum,http://secondspectrum.com,Performance tracking platform,Los Angeles,USA,Activity & Performance,For Activity Software
2698,4704,Second Sun,http://secondsun.dk,Sustainable sunlight for stadiums,Copenhagen,Denmark,Management & Organisation,Organisations & Venues
5782,4705,Second Wind Magazine,http://secondwindnation.com,Fitness news platform,Bukit Merah,Singapore,Fans & Content,Content Platforms
1762,4706,Secret Golf,http://secretgolf.com,Golf video tutorials platform,Portola Valley,USA,Activity & Performance,For Activity Software
1136,4707,Secret Shirt Co,http://secretshirt.co,Surprise football shirts delivery service,Nottingham,UK,Fans & Content,Fan Experiences
3269,4708,Secutix,http://secutix.com,Ticketing solutions,Lausanne,Switzerland,Fans & Content,Fan Experiences
5005,4709,Sekr,http://sekr.com,"Sēkr is making outdoor travel easier, safer and more connected",San Diego,USA,Activity & Performance,Before / After Activity
488,4710,SelfLoops,http://selfloops.com,Tracking training and performance analysis,Fermo,Italy,Activity & Performance,For Activity Software
3993,4711,Semexe,http://semexe.com,"Semexe is a channel for those who want to buy, sell and learn more about the world of biking.",Sao Paulo,Brazil,Fans & Content,Fan Experiences
125,4712,SenSwim,http://senswim.com,AI video analysis system,Tel-Aviv,Israel,Activity & Performance,For Activity Software
2983,4713,Senaptec,http://senaptec.com,Smart eyewear,Beaverton,USA,Activity & Performance,For Activity Hardware
3609,4714,Sency.,http://sency.ai,Sency uses computer vision to drive people towards an active and healthy life.,Tel-Aviv,Israel,Activity & Performance,For Activity Software
2104,4715,SenpAI.GG,http://senpai.gg,AI Coach,Cambridge,USA,Activity & Performance,Before / After Activity
4624,4716,Sensai,http://sensai.app,AI powered boxing app,Paris,France,Activity & Performance,For Activity Software
1040,4717,Sense Arena s.r.o.,http://sensearena.com,VR based ice hockey training,Prague,Czech Republic,Activity & Performance,For Activity Hardware
5431,4718,Sense.Bio,http://sense.bio,Family health monitoring platform,Mumbai,India,Activity & Performance,For Activity Software
1313,4719,Sensitivus,http://sensitivus.com,Bike sensor technology,Copenhagen,Denmark,Activity & Performance,For Activity Hardware
5854,4720,SensoGlove,http://sensoglove.com,Smart golf glove,Aachen,Germany,Activity & Performance,For Activity Hardware
4860,4721,Sensoria,http://sensoriafitness.com,AI wearable,Redmond,USA,Activity & Performance,For Activity Hardware
3871,4722,Sensusport,http://sensusport.com,Smart glasses,Munich,Germany,Activity & Performance,For Activity Hardware
584,4723,Sentient Sports,http://sentientsports.com,AI and advanced data analytics to improve decision making for sports teams and organisation,London,UK,Activity & Performance,For Activity Software
3491,4724,Sentio,http://sentiosports.com,Player performance tracking,Istanbul,Turkey,Activity & Performance,For Activity Software
4789,4725,Set Play,http://setplayapp.com,Sports booking platform,London,UK,Activity & Performance,Before / After Activity
3155,4726,Setteo,http://setteo.com,Sports booking platform,Castelldefels,Spain,Activity & Performance,Before / After Activity
2413,4727,SetupEye,http://setupeye.com,Alignment systems for golf,Ennis,Ireland,Activity & Performance,For Activity Hardware
1495,4728,SevenSix,http://sevensixtennis.com,AI camera based swing analysis platform,Stavanger,Norway,Activity & Performance,For Activity Software
781,4729,Sevencourts,http://sevencourts.com,Interactive infoboards for EVERY club.,Stuttgart,Germany,Activity & Performance,For Activity Hardware
1469,4730,Sevwins,http://sevwins.com,Coach - athlete communication platform,Boston,USA,Management & Organisation,Organisations & Venues
1695,4731,Seyu,http://seyu.hu,Remote fan engagement platform,Budapest,Hungary,Fans & Content,Fan Experiences
1678,4732,Sfaplay,http://sfaplay.com,India’s largest tech-enabled multi-sport grassroots competition platform,Mumbai,India,Management & Organisation,Organisations & Venues
381,4733,Shadow,http://shadow.tech,Cloud gaming experience for better performance,Paris,France,Activity & Performance,For Activity Hardware
2620,4734,Shala Online,http://shalaonline.com,Yoga and meditation classes,Dubai,UAE,Activity & Performance,For Activity Software
444,4735,Shape,http://shapescale.com,3D Body Scanning Scale & Fitness Tracker,San Francisco,USA,Activity & Performance,For Activity Hardware
133,4736,ShapeLog,http://shapelog.com,Strength training solution,Ann Arbor,USA,Activity & Performance,For Activity Hardware
1836,4737,Shapeheart,http://shapeheart.com,Smartphone wearable,Paris,France,Activity & Performance,For Activity Hardware
4417,4738,Shapeshift 3D,http://shapeshift3d.com,Automated 3D customization software,Montreal,Canada,Activity & Performance,For Activity Hardware
349,4739,SharpRank,http://sharprank.com,"SharpRank provides an independent, cross-sport performance ranking system for professional sports gamblers.",Lutherville Timonium,USA,Fans & Content,Fantasy Sports & Betting
2539,4740,SharpSeat,http://sharpseat.com,Ticket booking platform,Arlington,USA,Fans & Content,Fan Experiences
3532,4741,Sharpsports,http://sharpsports.io,SharpSport provides infrastructure for sports betting developers,New York City,USA,Fans & Content,Fantasy Sports & Betting
5483,4742,She Plays,http://she-plays.com,Fantasy sports for women leagues,Orlando,USA,Fans & Content,Fantasy Sports & Betting
3476,4743,Shikenso,http://shikenso.com,Sponsorship and analytics software,Frankfurt,Germany,Management & Organisation,Media & Sponsors
6611,4744,Shirtum,http://shirtum.com,Collect and trade limited edition iconic moments: exclusive videos of the players for the fans,Barcelona,Spain,Fans & Content,Fan Experiences
2777,4745,Shoot 360,http://shoot360.com,Basketball shooting assistance equipment,Beaverton,USA,Activity & Performance,For Activity Hardware
2579,4746,Shore Sports Network,http://shoresportsnetwork.com,Sports news platform,Toms River,USA,Fans & Content,Content Platforms
1328,4747,ShoreView,http://shoreview.app,The Digital Nautical Guide with Augmented Reality.,Valencia,Spain,Activity & Performance,For Activity Software
1335,4748,Shot Quality,http://sweatpals.com,Operating platform for the fitness and wellness communities.,Austin,USA,Activity & Performance,Before / After Activity
1013,4749,Shot Scope,http://shotscope.com,Smart golf watch,Edinburgh,UK,Activity & Performance,For Activity Hardware
4001,4750,ShotTracker,http://shottracker.com,Basketball stats and analytics platform,Merriam,USA,Activity & Performance,For Activity Software
336,4751,Shotcall,http://shotcall.gg,Esports community platform,Atlanta,USA,Fans & Content,Fan Experiences
121,4752,Shotquality,http://shotquality.com,Dispel the luck of the game and deliver the expected results based on the accuracy of each shot’s quality.,New York City,USA,Activity & Performance,For Activity Software
4337,4753,ShotsToHole,http://shotstohole.com,Data driven golf coaching tool,Atlanta,USA,Activity & Performance,For Activity Software
4044,4754,Shred Labs,http://shred.app,Elite digital training platform,Los Angeles,USA,Activity & Performance,For Activity Software
6281,4755,Shvoong,http://shvoong.co.il,Endurance sports news platform,Tel-Aviv,Israel,Fans & Content,Content Platforms
1521,4756,SiS,http://sis.tv,Betting services solutions,Milton Keynes,UK,Fans & Content,Fantasy Sports & Betting
4568,4757,Sick Odds,http://sickodds.com,Esports betting platform,Brentford,UK,Fans & Content,Fantasy Sports & Betting
3235,4758,SideLine Scout,http://sidelinescout.com,Video based performance analysis tool,Tulsa,USA,Activity & Performance,For Activity Software
4920,4759,Sideline Eye,http://sidelineeye.com,Real time analysis on side-lines,Killarney,Ireland,Activity & Performance,For Activity Software
1111,4760,Sideline HD,http://home.sidelinehd.com,Stream games to Facebook & YouTube for free.,San Francisco,USA,Fans & Content,Content Platforms
6402,4761,Sideline Hawaii,http://Sideline-Hawaii.com,Fan engagement platform,Honolulu,USA,Fans & Content,Fan Experiences
1893,4762,Sideline Labs,http://sidelinelabs.com,Mobile sports game developer,Sundsvall,Sweden,Fans & Content,Fantasy Sports & Betting
2548,4763,Sideline Sports,http://sidelinesports.com,Software solution for coaches,Montreal,Canada,Activity & Performance,Before / After Activity
4855,4764,SidelineApp,http://sidelineapp.com,Live and on-demand sports streaming,Auckland,New Zealand,Fans & Content,Content Platforms
5805,4765,Sidelines,http://sidelines.io,helps people make better sports betting decisions.,Tel-Aviv,Israel,Fans & Content,Fantasy Sports & Betting
2681,4766,Sigma Sports,http://sigmasports.com,"Sigma Sports is a retail company that sells a range of cycling, running and triathlon brands.",Hampton,USA,Activity & Performance,For Activity Hardware
3272,4767,Signality,http://signality.com,Real time sports data API,Linkoping,Sweden,Activity & Performance,For Activity Software
1526,4768,Signing Day Sports,http://signingdaysports.com,Signing Day Sports is a developer of sports recruitment platform to revolutionize the recruiting process for student-athletes and coaches.,Scottsdale,USA,Activity & Performance,Before / After Activity
358,4769,Signos,http://signos.com,Signos pairs glucose data with an AI-enhanced app to bring visibility into metabolic function and guidance to drive health and weight loss.,Burlingame,USA,Activity & Performance,Before / After Activity
5050,4770,Siguetuliga,http://siguetuliga.com,Sports news platform,Rabade,Spain,Fans & Content,Content Platforms
1107,4771,Silbo,http://silbo.ai,Referee booking platform,Raleigh,USA,Activity & Performance,Before / After Activity
3707,4772,Silks,http://silks.io,Blockchain based equestrian fantasy simulator,Miami,USA,Fans & Content,Fantasy Sports & Betting
322,4773,Silofit,http://silofit.com,Private studio platform,Montreal,Canada,Activity & Performance,Before / After Activity
2286,4774,Silverlight,http://linktr.ee/shopsilverlight,"We started by creating the world's best hiking socks and are now working on our next project a crypto ‚Äúhike-to-earn"" app.",Kowloon,China,Fans & Content,Fantasy Sports & Betting
3568,4775,SimWinSports,http://simwinsports.com,"esports, fantasy sports, NFT collectibles, and In- play prediction",San Diego,USA,Fans & Content,Fantasy Sports & Betting
6423,4776,Simi Reality,http://simishape.com,Motion capture and data analytics,Munich,Germany,Activity & Performance,For Activity Software
6676,4777,SimpleBet,http://simplebet.io,Betting solutions provider,New York City,USA,Fans & Content,Fantasy Sports & Betting
1016,4778,Simpler Sport,http://simplersport.com,Sports team management software,Seattle,USA,Management & Organisation,Organisations & Venues
372,4779,SimpliFlow,http://simpliflow.com,Sport science management platform,Vienna,Austria,Management & Organisation,Organisations & Venues
3967,4780,SincSports,http://sincsports.com,League management software,Chicago,USA,Management & Organisation,Organisations & Venues
4221,4781,SingleScore,http://singlescore.com,On Field scoreboard,Atlanta,USA,Management & Organisation,Organisations & Venues
779,4782,Singular,http://singular.live,Advanced interactive live content platform for multi-channel content producers.,Bazra,Israel,Fans & Content,Content Platforms
478,4783,SisRUN,http://sisrun.com.br,Fitness trainer management software,Bauru,Brazil,Management & Organisation,Organisations & Venues
3632,4784,Six to Start,http://sixtostart.com,Fitness challenges through mobile games,London,UK,Activity & Performance,For Activity Software
4242,4785,Sixer,http://sixergame.com,Buy Stocks in Cricket Players,Mumbai,India,Fans & Content,Fantasy Sports & Betting
2329,4786,Sixes Social Cricket,http://sixescricket.com,Hospitality company that offers precision sports tech and a global leaderboard meets.,Dallas,USA,Activity & Performance,Before / After Activity
4400,4787,SixteenZero,http://sixteenzero.net,Counter-Strike data driven intelligence platform,Newark,USA,Activity & Performance,For Activity Software
5635,4788,Sixth Man,http://sixthman.co,Analytics for coaches,Detroit,USA,Activity & Performance,Before / After Activity
4517,4789,Sixth Man Technologies,http://6thmanapps.com,Scorekeeping app to track stats and share with fans,Detroit,USA,Activity & Performance,For Activity Software
75,4790,Sizzle,http://sizzle.gg,AI to automatically create gaming highlights from Twitch and YouTube,San Francisco,USA,Fans & Content,Content Platforms
589,4791,Skaut Global,http://skaut.uk,Skaut is creating a source of funding for the world of sports & exclusive offers for Fans with NFT & Blockchain technology.,Baku,Azerbaijan,Fans & Content,Fan Experiences
2968,4792,Skeo,http://getskeo.com,Personalised app based skiing classes,Zurich,Switzerland,Activity & Performance,For Activity Software
1955,4793,Ski Cosmos,http://skicosmos.com,Skiing and snowboarding simulator,North Vancouver,Canada,Activity & Performance,Before / After Activity
6507,4794,Ski School,http://skischoolapp.com,Skiing videos and tutorials,Hove,UK,Activity & Performance,For Activity Software
2900,4795,SkiBro,http://skibro.com,Ski booking platform,Val-d'isere,France,Activity & Performance,Before / After Activity
5280,4796,Skibre,http://skibre.com,Social esports platform,Singapore,Singapore,Fans & Content,Fan Experiences
180,4797,Skill Corner,http://skillcorner.com,Data collection and analysis,Paris,France,Activity & Performance,For Activity Software
4755,4798,Skill Shark,http://skillshark.com,"Player evaluation app and reporting software for team tryouts, camps and player development.",Saskatoon,Canada,Activity & Performance,For Activity Software
4560,4799,Skill-up,http://skill-up.com,Online rehabilitation and training programs,Brussels,Belgium,Management & Organisation,Organisations & Venues
2213,4800,SkillCapped,http://skill-capped.com,Online esports coaching platform,Austin,USA,Activity & Performance,Before / After Activity
5265,4801,SkillCore,http://skillcore.pro,Instant payments platform,Curitiba,Brazil,Management & Organisation,Organisations & Venues
2356,4802,SkillShark,http://skillshark.net,Athlete evaluation platform,Saskatoon,Canada,Activity & Performance,For Activity Software
918,4803,SkillYoga,http://skill-yoga.com,Yoga tutorials platform,Berlin,Germany,Activity & Performance,For Activity Software
5539,4804,Skimundi,http://skimundi.com,Ski instructors booking platform,Copenhagen,Denmark,Activity & Performance,Before / After Activity
2914,4805,Skioo,http://skioo.com,Ski resort booking and membership access,Lausanne,Switzerland,Activity & Performance,Before / After Activity
1731,4806,Skipodium,http://skipodium.com,Ski lessons booking platform,Reno,USA,Activity & Performance,Before / After Activity
1743,4807,Skitude,http://skitude.com,Data tracking platform,Oslo,Norway,Activity & Performance,For Activity Software
6380,4808,Sknow,http://sknow.ski,Radar for skiiers,Bergen,Norway,Activity & Performance,For Activity Hardware
1158,4809,Skoratech,http://skoratech.com,"Data driven, AI powered platform to match aspiring footballers to potential clubs",Al Rayyan,Qatar,Activity & Performance,Before / After Activity
3145,4810,Skrilla,http://skrilla.com,Esports betting platform,Brisbane,Australia,Fans & Content,Fantasy Sports & Betting
4144,4811,Skrmiish,http://skrmiish.gg,Play to earn app that enables gamers of every level to earn cash in every match they play across the AAA+ games.,Douglas,Isle of Man,Activity & Performance,Before / After Activity
5399,4812,Skulpt,http://skulpt.me,Body fat percentage tracker,San Francisco,USA,Activity & Performance,Before / After Activity
4514,4813,Skunk Sports AG,http://skunksports.com,Gps tracker,Zurich,Switzerland,Activity & Performance,Before / After Activity
318,4814,Sky Betting and Gaming,http://skybet.com,Multi-sport betting website,Leeds,UK,Fans & Content,Fantasy Sports & Betting
2886,4815,Sky Soccer Box,http://SoccerSkyBox.com,Grassroots soccer community,Washington D.C.,USA,Fans & Content,Fan Experiences
5793,4816,Sky Sports,http://skysports.com,Sports news portal,London,UK,Fans & Content,Content Platforms
3595,4817,SkyCoach,http://myskycoach.com,Instant replay solution,Shreveport,USA,Activity & Performance,For Activity Software
6298,4818,SkyDroid,http://skydroid.net,Golf GPS,West Hartford,USA,Activity & Performance,For Activity Software
4828,4819,Skybox Scoreboards,http://skyboxscoreboards.com,Wi-Fi based display scoreboard,Yorkville,USA,Management & Organisation,Organisations & Venues
3525,4820,Skyduck,http://skyduck.app,Skyduck is a mobile application for tracking your skydiving activity.,Yokohama,Japan,Activity & Performance,For Activity Software
6062,4821,Skygolf,http://skygolf.com,Smart caddie,Ridgeland,USA,Activity & Performance,For Activity Hardware
2657,4822,Skypro,http://golfskypro.com,Swing analysis solutions,Washington D.C.,USA,Activity & Performance,For Activity Hardware
979,4823,Slam Tennis,http://slamtennis.app,Social tennis management platform,Port Macquarie,Australia,Management & Organisation,Organisations & Venues
4816,4824,Slash 2 Esports,http://slash2.gg,Esports analytics platform,Plymouth,USA,Activity & Performance,For Activity Software
6540,4825,SlashShout,http://slashshout.com,Esports news platform,Stamford,USA,Fans & Content,Content Platforms
5873,4826,Slate,http://slateteams.com,Content creation platform,New York City,USA,Management & Organisation,Media & Sponsors
5237,4827,Sleengshot,http://Sleengshot.com,College recruitment software,San Diego,USA,Activity & Performance,Before / After Activity
1958,4828,Sleeper,http://Sleeper.app,Fantasy leagues platform,San Mateo,USA,Fans & Content,Fantasy Sports & Betting
929,4829,Slinger,http://slinger.to,Ride sharing api to to enable fans to attend sporting events,Amsterdam,The Netherlands,Fans & Content,Fan Experiences
1287,4830,Slinger Bag,http://slingerbag.com,Portable tennis ball launcher,Baltimore,USA,Activity & Performance,For Activity Hardware
1135,4831,Slocoach,http://slocoach.com,Online coaching platform,Manly,Australia,Activity & Performance,Before / After Activity
5832,4832,Slopes,http://getSlopes.com,Tracking platform for skiers,Washington D.C.,USA,Activity & Performance,For Activity Software
2870,4833,Smarkets,http://smarkets.com,Sports betting platform,London,UK,Fans & Content,Fantasy Sports & Betting
1429,4834,Smart Coach,http://smartcoach.ee,Smart Coach is a B2b based platform for solving both martial arts coaches and their student's problems.,Tallinn,Estonia,Activity & Performance,For Activity Software
36,4835,Smart Cricket,http://smartcricket.com,Cricket activity data attachable,London,UK,Activity & Performance,For Activity Hardware
2689,4836,Smart Golf Navi,http://smartgolfnavi.com,Smart watch for golfers,Niigata,Japan,Activity & Performance,For Activity Hardware
2251,4837,Smart Medal,http://smartmedal.io,Running medal rewards platform,Eindhoven,The Netherlands,Fans & Content,Fan Experiences
3290,4838,Smart Mind,http://smart-mind.be,Coaching tools solutions,Brussels,Belgium,Activity & Performance,Before / After Activity
1359,4839,Smart Mobile Labs AG,http://smartmobilelabs.com,End to End video solutions,Munich,Germany,Management & Organisation,Organisations & Venues
773,4840,Smart Power,http://smart-power.fr,Smart design cleats for shoes,Valence,France,Activity & Performance,For Activity Hardware
2261,4841,Smart Sail,http://smart-sail.it,Smart sailing technology,Genoa,Italy,Activity & Performance,For Activity Hardware
13,4842,SmartCoach Europe AB,http://smartcoach.eu,Intelligent personal trainer,Stockholm,Sweden,Management & Organisation,Organisations & Venues
5885,4843,SmartLines,http://smartlines.ca,Online sports betting aggregator,Waterloo,Canada,Fans & Content,Fantasy Sports & Betting
3458,4844,SmartSportHR,http://smartsporthr.com,Recruitment platform for sports organizations & coaches.,Melbourne,Australia,Activity & Performance,Before / After Activity
3544,4845,Smartabase,http://smartabase.com,Smartabase helps data-driven military and sports organizations optimize human performance and reduce injury by enabling better decision-making.,Boulder,USA,Activity & Performance,Before / After Activity
5729,4846,Smarterscout,http://smarterscout.com,Performance analytics platform,New York City,USA,Activity & Performance,For Activity Software
1284,4847,Smartfit Escola de Ginastica e Danca,http://smartfit.com.br,Smartfit provides online fitness services.,Sao Paulo,Brazil,Activity & Performance,For Activity Software
472,4848,Smartgoals,http://smartgoals.nl,Interactive training equipment,Eindhoven,The Netherlands,Activity & Performance,For Activity Hardware
2145,4849,Smarthlete,http://smarthlete.com,Sports recruitment platform,Vienna,Austria,Activity & Performance,Before / After Activity
6678,4850,Smartswim,http://smartsport.com.au,Swim school management software,Sydney,Australia,Management & Organisation,Organisations & Venues
1229,4851,Smash.gg,http://smash.gg,Esports tournament organizer,San Francisco,USA,Management & Organisation,Organisations & Venues
3657,4852,SmashQuiz,http://smashquiz.com,Football quiz game,Dublin,Ireland,Fans & Content,Fantasy Sports & Betting
3113,4853,Smashpoint,http://smashpoint.pro,Tennis performance tracking,New York City,USA,Activity & Performance,For Activity Software
1098,4854,Smashrun,http://smashrun.com,Running analytics platform,New York City,USA,Activity & Performance,For Activity Software
3812,4855,Smirror,http://smirror.io,Interactive mirror and smart home-gym which streams live and on-demand workouts,Koln,Germany,Activity & Performance,For Activity Hardware
2326,4856,Snap Raise,http://snap-raise.com,Sports crowdfunding platform,Seattle,USA,Management & Organisation,Media & Sponsors
3395,4857,Snapodds,http://snapodds.com,SnapOdds assist sportsbooks and sport media platforms in increasing the number of bets that users place while watching the game.,Dover,USA,Fans & Content,Fantasy Sports & Betting
1253,4858,Snappers,http://snappers.tv,Snappers enables media outlets to cover events worldwide by turning their audience members into reporters,Even Yehuda,Israel,Management & Organisation,Media & Sponsors
2872,4859,Snaptivity,http://snaptivityapp.com,AI based robotic camera,London,UK,Management & Organisation,Organisations & Venues
5429,4860,Snipitz,http://snipitz.app,Video Streaming Content Delivery Interface,Frisco,USA,Fans & Content,Content Platforms
2460,4861,SnoBahn,http://snobahn.com,Indoor ski and snowboard center,Centennial,USA,Activity & Performance,Before / After Activity
6623,4862,Snow It,http://snowitexperience.com,Snowit is the online travel agency for winter sports holidays,Milan,Italy,Activity & Performance,Before / After Activity
566,4863,Snow Republic,http://snow-republic.ch,Skii booking platform,Bern,Switzerland,Activity & Performance,Before / After Activity
167,4864,Snow TraceUp,http://snow.traceup.com,Stats tracking application,Austin,USA,Activity & Performance,For Activity Software
5019,4865,SnowBrains,http://snowbrains.com,Ski news platform,Olympic Valley,USA,Fans & Content,Content Platforms
1238,4866,Snowciety,http://snowcietyapp.com,Winter sports tracking application,Amsterdam,The Netherlands,Activity & Performance,For Activity Software
4670,4867,Snowcookie,http://medicalbay.pl,Skiing analytical platform,Zurich,Switzerland,Activity & Performance,For Activity Software
4210,4868,Snowfeet,http://snowfeetstore.com,Snowfeet is a new booming winter sport. It is basically the shortest mini skis on the market.,Prague,Czech Republic,Activity & Performance,For Activity Hardware
5387,4869,Snowit,http://snowitapp.com,Skii booking platform,Milan,Italy,Activity & Performance,Before / After Activity
3509,4870,So Match,http://so-match.com,football scouting tool,Brussels,Belgium,Activity & Performance,For Activity Software
2916,4871,So Sweat,http://sosweat.com,Mobile fitness tutorials platform,London,UK,Activity & Performance,For Activity Software
176,4872,SoBet,http://sobet.io,Betting platform that provides insights by independent experts,Nashville,USA,Fans & Content,Fantasy Sports & Betting
3872,4873,SoCourt,http://thesocourt.com,Fan engagement platform,Sofia,Bulgaria,Fans & Content,Fan Experiences
2768,4874,SoManyGooGames,http://SoManyGoodGames.com,Basketball content platform,Nashville,USA,Fans & Content,Content Platforms
4687,4875,SoStronk,http://sostronk.com,Social gaming platform,Bangalore,India,Fans & Content,Fan Experiences
3196,4876,Soarce,http://soarceusa.com,"Soarce synergizes seaweed and nanotechnology to produce high performing, protective, and low-carbon fabrics and leathers.",Orlando,USA,Activity & Performance,For Activity Hardware
5916,4877,Socaloca Football,http://socaloca.football,Football management enterprise for smaller communities,Accra,Ghana,Activity & Performance,Before / After Activity
414,4878,Soccer Base,http://soccerbase.com,Sports betting platform,London,UK,Fans & Content,Fantasy Sports & Betting
2081,4879,Soccer Blueprint,http://soccerblueprint.com,Football coaching tools and drills,Maynard,USA,Activity & Performance,Before / After Activity
3631,4880,Soccer Drills App,http://soccerdrillsapp.com,Football coaching platform,Falls Church,USA,Activity & Performance,Before / After Activity
4605,4881,Soccer Manager,http://soccermanager.com,Sports manager games,Preston,UK,Fans & Content,Fantasy Sports & Betting
1491,4882,Soccer Odds Inc.,http://socceroddsapp.com,Creating THE betting app for soccer bettors in the United States,Los Angeles,USA,Fans & Content,Fantasy Sports & Betting
2353,4883,SoccerBible,http://soccerbible.com,Football news and merchandize platform,London,UK,Fans & Content,Content Platforms
4508,4884,SoccerBrain,http://soccerbrain.com,Intelligent coaching systems,Miranda,Australia,Activity & Performance,Before / After Activity
4879,4885,SoccerLab,http://soccerlab.com,Soccer video analysis platform,Brussels,Belgium,Activity & Performance,For Activity Software
2990,4886,SoccerScout,http://soccerscout.com,Scouting platform,Sofia,Bulgaria,Activity & Performance,Before / After Activity
1691,4887,SoccerTee,http://soccertee.net,Football practice equipment,Texas City,USA,Activity & Performance,For Activity Hardware
5039,4888,SoccerTutor,http://soccertutor.com,Football coaching tools and drills,London,UK,Activity & Performance,Before / After Activity
1333,4889,SoccerVerse,http://soccerverse.com,Football simulator game,London,UK,Fans & Content,Fantasy Sports & Betting
810,4890,Soccerdrive,http://soccerdrive.com,Football coaching platform,Aurora,USA,Activity & Performance,Before / After Activity
3816,4891,Soccerexpert,http://soccerxpert.com,Football drills platform,Dallas,USA,Activity & Performance,Before / After Activity
5095,4892,Soccerly,http://soccerly.com,Football news platform,San Diego,USA,Fans & Content,Content Platforms
3431,4893,Soccerment,http://soccerment.com,Wearable to track and analyze football statistics,Milan,Italy,Activity & Performance,For Activity Hardware
5612,4894,Soccermetrics,http://soccermetrics.net,Data analytics and performance tracking,Atlanta,USA,Activity & Performance,For Activity Software
937,4895,Socceroof,http://socceroof.com,Football booking platform,New York City,USA,Activity & Performance,Before / After Activity
2185,4896,Soccratis,http://Soccratis.com,Private soccer coaching lessons,Redondo Beach,USA,Activity & Performance,For Activity Software
5455,4897,Social 442,http://social442.com,Football social network,London,UK,Fans & Content,Fan Experiences
424,4898,Social Sport,http://socialsport.com.au,Social sport community platform,Melbourne,Australia,Activity & Performance,Before / After Activity
5520,4899,Socios.com,http://socios.com,Fan token platform,Gzira,Malta,Fans & Content,Fan Experiences
1882,4900,Sofa Score,http://sofascore.com,Football news platform,Zagreb,Hungary,Fans & Content,Content Platforms
4786,4901,SofaSuperstars,http://sofasuperstars.com,Fantasy sports management platform,Amsterdam,The Netherlands,Fans & Content,Fantasy Sports & Betting
949,4902,Sofan,http://sofan.it,Sports social platform,Milan,Italy,Fans & Content,Content Platforms
2847,4903,SokkerDuel,http://br.sokkerduel.com,Regional fantasy sports game,Porto,Portugal,Fans & Content,Fantasy Sports & Betting
5602,4904,Soleit,http://soleit.app,Soleit is the next step on biomechanical customization of footwear with the vision to eliminate insoles.,Santiago,Chile,Activity & Performance,Before / After Activity
665,4905,Soleus Running,http://soleusrunning.com,Smart running watches,Cedar Park,USA,Activity & Performance,For Activity Hardware
5068,4906,SolidSport,http://solidsport.com,Solidsport was founded with the vision of enabling all sports to broadcast their sport live,Stockholm,Sweden,Fans & Content,Content Platforms
1011,4907,SolitonReach,http://solitonreach.com,Motion analysis platform,Columbus,USA,Activity & Performance,Before / After Activity
2142,4908,Solo Cracks,http://solocrackscr.com,Personalization and sale of customizable sporting goods.,Heredia,Costa Rica,Fans & Content,Fan Experiences
2898,4909,Solo60,http://solo60.com,Gym booking platform,London,UK,Activity & Performance,Before / After Activity
5659,4910,SoloPerformance,http://soloperformance.mx,SoloPerformance is an online seller of sports equipment and training material for high-performance athletic performance.,Cuauhtemoc,Mexico,Activity & Performance,For Activity Hardware
4549,4911,Solos,http://solos-wearables.com,Smart glasses,Westborough,USA,Activity & Performance,For Activity Hardware
3870,4912,Solotech,http://solotech.com,Audio visual technology providers for sporting events,Montreal,Canada,Management & Organisation,Media & Sponsors
5149,4913,Soma Technologies,http://soma-npt.ch,-,Lucerne,Switzerland,Activity & Performance,For Activity Software
1808,4914,SonicSole Inc.,http://sonicsole.com,Fitness tutorials platform,Los Angeles,USA,Fans & Content,Content Platforms
1714,4915,Sonr,http://sonr.pro,"The worlds smallest underwater radio helps a coach to guide swimmers while they're in the water, and get better results.",New York City,USA,Activity & Performance,For Activity Hardware
3992,4916,Sophico,http://sophico.org,Club management software,Mostar,Bosnia and Herzegovina,Management & Organisation,Organisations & Venues
1237,4917,Sorare,http://sorare.com,Digital collectibles,Paris,France,Fans & Content,Fantasy Sports & Betting
5410,4918,Sorare Data,http://soraredata.com,Data and information platform for Sorare trading,Paris,France,Fans & Content,Fantasy Sports & Betting
4370,4919,Sorius Training,http://sorius-training.com/,A tailor-made cycling training platform,Paris,France,Activity & Performance,For Activity Software
